T_K,P_bar,abund_H_dex,abund_O_dex,abund_C_dex,abund_N_dex,abund_S_dex,e-,H,O,C,N,S,C1H1,C1H1N1_1,C1H1N1_2,C1H1N1O1,C1H1O1,C1H2,C1H2O1,C1H3,C1H4,C1H4O2,C1N1,C1N1O1,C1N2_cnn,C1N2_ncn,C1O1,C1O1S1,C1O2,C1S1,C1S2,C2,C2H1,C2H2,C2H2O2,C2H2O4,C2H4,C2H4O1,C2H4O3,C2H6O2,C2N1,C2N1O1,C2N2,C2O1,C3,C3H1,C3N2O1,C3O2,C4,C4H6O4,C4N2,C5,H1N1,H1N1O1,H1N1O2cis,H1N1O2trans,H1N1O3,H1O1,H1O2,H1S1,H2,H2N1,H2N2,H2O1,H2O2,H2O4S1,H2S1,H3N1,H4N2,N1O1,N1O2,N1O3,N1S1,N2,N2O1,N2O3,N2O4,N2O5,N3,O1S1,O1S2,O2,O2S1,O3,O3S1,S2,S3,S4,S5,S6,S7,S8,C1+,C1-,C1H1+,C1H1-,C1H1O1+,C1N1+,C1N1-,C1O2-,C2-,H1+,H1-,H1O1+,H1O1-,H1S1-,H2+,H2-,H3O1+,N1+,N1-,N1O1+,N1O2-,N2+,N2-,N2O1+,O1+,O1-,O2+,O2-,S1+,S1-,comp_H,comp_O,comp_C,comp_N,comp_S,group_index,point_index,sample_MAE
1407.4815948988546,15911.018036375444,11.975548356339322,18.103458154047935,15.20840121952858,13.66307057769524,17.99103813505821,0.1137296723482673,2.1532640779625605,2136952021940551.2,1.10660200384099e-17,36774.4187523462,1.56470589516352e+17,1.427182396101896e-28,1.704625076141402e-15,2.5867717235746465e-17,1.1566770815509325e-07,5.886877058345071e-09,4.756824574061912e-37,3.3998439958624697e-20,6.98911136045985e-45,4.263373361226374e-54,2.133071917112472e-52,5.875591101630134e-10,0.691415330837811,9.991736176741385e-19,8.650565601005e-15,6301953569564.562,2866981470409643.5,2.237518758735465e+21,34.708703724433164,872930710.9923265,1.7285167358660433e-37,1.450097342802661e-40,3.1126955249213044e-48,8.070465448571921e-34,1.3551573543829846e-17,1.2826967929296865e-74,2.418682733352526e-72,1.2762756309752935e-53,2.5383288980250535e-102,3.026800441619692e-30,7.289358538078159e-18,2.0450767733921683e-25,3.3547710748998226e-18,6.04719968819315e-53,4.438712119729433e-59,7.841723640378829e-40,4.204894344394923e-22,3.4173174752084035e-76,1.1575535635757424e-124,4.514700614143072e-66,2.7475502326638335e-93,3.134865004755929e-07,161.44074108394324,33709632.188312076,41356159.18012776,66690286.38512091,35071082.143095694,208399226.91841355,7533675.780502375,3.097364508863453e-08,4.2105029486004504e-17,1.071914413078387e-21,24.10415651869201,0.0011272509727632,6.544618946683264e+17,0.0004329472776082,3.008081153385827e-25,1.7040952024326766e-49,5.986182999833034e+18,3.5537522234190717e+19,1.4152735621913176e+16,613645085901206.5,1.1101863515253584e+19,549262239944630.2,72698611393391.94,55977797836491.336,23744839598880.5,6.107049723861365,8.187889272252146e+22,8.187889272252146e+22,8.187889272252146e+22,8.187889272252146e+22,4.045576648367852e+17,8.187889272252146e+22,8.187889272252146e+22,8.187889272252146e+22,8.187889272252146e+22,8.187889272252146e+22,8.187889272252146e+22,8.187889272252146e+22,8.187889272252146e+22,7.784202047911638e-37,7.506764654835398e-35,6.50032053909457e-46,2.51018783810991e-44,1.1004423794292417e-17,1.6402198448225095e-38,5.359894054612613e-18,759.7233436760317,7.35629397936235e-45,4.872422983414703e-28,2.4119705006587056e-19,4.358465192021862e-19,1.374979360985196e-08,1.94022382342739e-07,1.8408753130799132e-41,9.131304130249377e-38,5.79483450058794e-25,1.527136589552579e-26,2.0068969558183005e-17,1842551.6375173111,3971961.585127602,8.432155018595375e-16,4.48589994918783e-08,5.279621188699783e-10,3.947799708923946e-13,0.1103207544013646,112.01490335005433,26599.907557976592,14.875055205839958,1322.385258163274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.757446099391949e+22
1252.1177013613803,58869.591243822906,11.96455823526407,4.156238051460606,11.413890192581064,3.576436811482014,10.56041891488552,7786953.832599208,25414276005054.977,1.3754539241809734e-07,0.6284418904875231,0.0007087386224575,6530737934434.935,3511.005251552853,14941423342508.332,122414090714.05763,10.688582602305454,43896.564529249445,12504805336.973448,163440385.51281124,2.7808612266128294e+17,2.1442766483217423e+23,1.407520821511627e-17,1887.8231092443584,3.3721038556753234e-08,1.7271682242703558e-12,4.7533901967447454e-08,2070022810207.359,892437199471.7825,12.271543958757878,1.5525322641942115e+17,1.5465606673757534e+22,0.2883103847110438,1315311979726.4614,4.522013032971516e+19,8.286485579740618e-07,2.4739308521529738e-30,1.718960247374088e+22,8290.564180225625,7.106835339575214e-18,2.0571743466878712e-19,261.3592807316998,2.166031664831393e-05,665.5245137760085,1.6307298571721902,14532.524318822074,19453646487466.133,4.1849706539330164e-13,0.0009924487724938,1.5477174160994878,3.5439777621825784e-42,14.098823044866108,1171.769914888427,2.412349060432226,1.694897711384456e-11,1.8845580737791668e-26,2.356724925363335e-26,5.627225189933663e-47,2.516646352166935,1.92488047715819e-20,1.5457313293382003e+17,4.4337492825860106e+20,232188.4683062935,1.2743763947621817e-05,4107336637.965767,5.181032833918309e-17,8.007061408196865e-39,5.996349517321571e+21,2398872560105.9287,8.967337468661568e-05,5.922057024178171e-09,5.508364566903355e-29,1.1719302926160423e-53,67274.88541531145,92399919.604658,1.57099315588127e-18,1.4291218446990808e-61,1.9083881867779012e-82,6.262304992780137e-104,1.6160495063002197e-18,900.211650508597,29670.795022873084,6.3243269835806815e-19,1.036165411563986e-07,5.9353512390142845e-47,5.921985290612966e-27,4.281862812100668e+18,8.582386470028395e+16,5672384989328611.0,112975785684747.2,40893292150200.37,6075591016972.856,247962272230.4732,5.368918717167713e-33,1.2713594035073836e-09,3.697725905355235e-27,0.0002471301562703,2.416174824182993e-16,3.4050373265423254e-40,70026.44772478228,5.41534335371874e-10,64.27411177250539,6.396595305648186e-29,502.52911818849554,5.300085871867993e-40,5.240186813387423e-07,3381846485609.713,4.398803320603086e-28,0.007902360334272,2.4953269817658972e-14,1.2430910348390874e-48,2.926855337294851e-17,1.7324778770809796e-33,5.64955795537059e-33,1.02427741508709e-41,5.843231309586037e-12,3.3224974244723737e-56,2.7951109479626948e-49,2.5890166855102753e-15,4.8062912367550855e-54,2.6765949273216063e-30,1.9338057625780772e-16,37881056.96796055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9995714415620375e+22
1289.9189458692354,64732.49171011772,11.999313408255343,4.145046715154904,11.42372181038236,3.547612552743232,10.566283609266604,12590624.874312548,64769146898622.74,2.220904072616447e-06,1.794679724628073,0.0065742531475924,17217880173002.1,9815.69526966097,28516861790344.19,275172319740.0281,85.019258771276,209769.544576194,26933287237.5118,687827323.3380604,4.205848560222889e+17,2.3888662059559943e+23,8.83486725372787e-16,6002.416041062749,4.0533354745057636e-07,2.1020005916831677e-11,4.253887064786272e-07,4620002044698.631,2288194455556.1113,100.96114274686104,1.577544628488782e+17,1.2349568794104447e+22,0.4473200376515256,1020260628598.4274,2.4249044818971394e+19,8.68537896034268e-06,3.974464584970826e-28,1.0666841324058466e+22,31208.107940071983,4.187288821967944e-16,9.99622021936301e-18,461.63712979668486,0.0001164654995626,1456.7288816027738,4.365297611537172,8039.533256072538,7189756386851.58,2.451175738359731e-12,0.0028934657714732,0.5220551279441134,6.111265488219635e-40,8.83842351890795,157.46931882465407,22.39310266745698,6.123723924052288e-10,3.3996186838594654e-24,4.229813452871883e-24,7.082982843061983e-44,30.965780124621837,1.7250477743333757e-18,3.8587556994546995e+17,8.420793210942116e+20,1846398.6535981237,0.0002683674653751,31501618554.74676,4.3800621591145865e-15,1.0551379144316404e-35,1.3025971714751048e+22,13556512688568.842,0.0026521164702285,1.504726119609878e-07,9.674841772251472e-27,1.8915752448855305e-50,446071.1889462069,556408122.5174268,9.776455490082939e-17,5.95612892519208e-58,5.3452428178677745e-78,1.4617262970898451e-98,7.889592925510557e-17,8888.864003286435,304767.1627718602,4.073805157187188e-17,3.558777656683085e-06,4.671839239556159e-44,1.262278025314505e-24,9.05908530225168e+18,2.325889949748655e+17,1.9468150773532964e+16,438386439552275.25,194545255364823.03,37410640930977.766,1841556751598.0315,2.1123134926267367e-31,3.979715293044433e-09,1.2007293073493029e-25,0.0007015244982241,6.82058064410964e-15,3.249143438551652e-38,121990.41515036151,6.091447057885071e-09,51.093490438452065,4.236480644709547e-27,1613.5679332909108,1.515322615983012e-37,6.063936516805271e-06,7016335756489.192,3.590034092350741e-26,0.0462783242339439,1.7015420074908529e-12,3.874973545214045e-46,4.2830668364703606e-16,3.5128015755911167e-31,8.06974350064265e-31,2.7479848458640007e-39,8.433566634726616e-11,4.482052702510585e-53,1.1763571391768247e-46,4.3443227623267675e-14,5.301980558505575e-51,2.377406848691281e-28,5.470727244320459e-15,87745328.21151932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7542046393693983e+22
1429.2157191123367,90485.94281788652,12.007335589920176,14.496481156800389,8.77599104626587,10.525812835799757,16.737366846156,198226.21722145288,4334842562577.508,833235767.8925216,7.912358119059975e-09,20089.049066520583,4122171500738443.0,1.3213309829295224e-07,258772.235051219,4235.0031753259955,3667411.3293451224,753999.0760400484,0.0005104560209942,5371485.560694409,8.331874511934029,5772.26040078668,2.1735516406073155e-08,0.0862736198586857,20.28882354915158,5.3348800434613445e-11,4.0095961070574555e-07,434222372090113.6,3554035297307315.5,3.045158400275045e+16,259464668.83565903,98527505577944.28,4.110800190289117e-20,3.275790953818736e-11,7.761017016200857e-07,9.292870983214224e-06,0.0064278356199532,5.849945421869922e-09,2.741932168980853e-13,6.038956874297501e-08,1.7363571412368616e-25,1.495913460430854e-13,6.50901676207983e-08,2.1828326580500287e-09,1.110018099192187e-07,3.933313060483467e-27,3.1349826564528844e-21,6.29354728053408e-22,6.903905124929609e-10,7.820748453089078e-42,3.2396439038985643e-44,5.269453806632353e-33,1.814378070042594e-50,223909.03184900605,23333500.46380005,1107005.7924219645,1354931.8406651162,0.5807661902128766,15764051189592.93,25317852.675946027,2.529882611779065e+17,7.113956428129531e+16,36606081.39540048,285.83723633542843,1.1386307382462292e+19,174370938.26573673,70963021830160.22,1.7829858287255245e+19,292186713262.6114,0.0910346908862595,562331250035.9191,880843.2068589283,0.0001056780221358,4836810770124.434,9.707163652482112e+17,15268879.940144826,1.6450113333909728e-07,3.303866021325447e-14,4.032970480611807e-21,0.2747140862884824,7.152443506813101e+18,2.9298383423501406e+21,62953496024.30089,7.598934827581356e+21,0.0110799167659402,4.64834368793819e+16,1.119110775829546e+22,6.730139988092156e+21,1.275291120592061e+22,4.506096082831532e+21,4.077278647926384e+22,1.9062094023951983e+23,1.814186577460194e+23,1.3411840791095313e-33,7.800155650322768e-20,1.3398734403160982e-30,3.253786257507271e-17,2.298541631826948e-09,8.316168868016912e-36,0.0008302366737141,16629.23362676361,1.7889758785970716e-21,3.168243513941134e-21,0.752456546178246,6.010159711639128e-19,8367.82213968033,8321080092.669412,1.7238174694595145e-22,4.917267652045254e-07,0.7047139073692635,3.034126731625888e-32,1.884787112628126e-11,3.240888006836265e-07,0.1246694071896734,3.0547336219392924e-22,0.0081806964817245,4.361169328024378e-23,4.978657562604173e-25,0.0609896858186366,2.380232165008533e-17,0.0034287448559802,8.412857145141762e-07,45708914.648144625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5247325078160245e+22
1410.8955271097104,72626.67706593538,11.9777983931558,10.570905297291336,8.754549776068915,16.846584187775754,11.624174344721464,3362494.4803478993,15618059182796.248,790205.4033124829,2.9893631821935343e-05,7430507.005790498,25068354890036.6,0.0026067445806418,5194604743636.127,79781448911.2105,118015176508.08112,33716420.83902729,57.718352854967094,1306451711.973091,5595802.695058896,22602863543.051086,1.382607165628448e-07,274473.7782662529,107383.33426234384,0.0883956575682076,748.2699799703161,5039818341424279.0,345695285119240.0,593807810675082.0,12967391026.368534,47820111070447.57,1.1167558278766682e-12,0.0060297923239036,853.1674404546889,0.0250224175857703,4.667255815194819e-05,162.9675421444727,1.0577487594668172e-05,6.212778680468854e-06,1.8527173383709809e-19,0.0033880084146606,2.669529663343729,39903.33565624795,0.0068025313793656,9.057716039795688e-16,4.371095519300506e-09,1.2407150513302118e-07,0.000647150596289,1.2351508578595807e-26,5.276773966187021e-36,5.029325308990064e-12,2.3219478146007583e-31,428940337.7501705,73587925.8006684,5213.927967970821,6394.24307547997,3.587319135394849e-06,86079114591.06505,178.42677470946592,8140451493865550.0,1.488707439281668e+18,385720081585.8428,1809997023.8904305,3.869461082402e+17,6508.1012527990715,62.72447898117766,3.135835385378422e+18,1.819969126146809e+16,13532282.977903295,392638880228.3397,809.9978935970125,1.1448412793632523e-10,18050007564471.996,3.7282955754811354e+23,6602777407.477415,1.0818784924280387e-10,2.8894740826266214e-20,4.3183678022061125e-30,41045211.0084681,72705311307552.89,259609539158094.1,97387.04938406294,132808268022208.8,1.809030612155983e-11,1115056.171960899,6.563624327274638e+17,3172858686552673.5,48514465805617.49,144561955026.64377,10688629766.945503,399752331.99080235,3128897.3380136373,8.936599913057235e-32,5.8247242468631425e-15,4.98262895343084e-28,1.3091639027521638e-11,2.517171092458825e-09,3.448105971901526e-31,68344.88873739322,5885.45343177936,1.2908996639872613e-12,1.5735891257532196e-22,50.76639061537645,4.724323119824541e-23,958.4942719928314,5899408883.642049,4.0883631847888106e-23,0.0001360303340928,0.0025924840129365,1.4001309693322723e-31,1.196318363867906e-07,4.934035531881282e-09,0.0025440327694138,1.3118249497657809e-18,45831.66300925708,2.7886952938041233e-22,6.501451479330318e-30,0.0011671693955043,5.968907139040462e-25,9.588830077321369e-08,9.943531905039894e-11,5987206.290697193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2853205311131239e+22
1291.9472014767514,97139.89846019984,12.03562690374799,11.2941099057157,15.35984560939917,13.031919880655552,15.91665504140459,19704.783269904347,1354810785402.9348,19.63603392337368,0.1831961050885768,9617.555584799264,350199750354277.94,19.941367953245823,7.400061144327843e+16,720168087697836.2,1818000063974.584,3352647718.932503,1075514.7284965687,217591331813.2159,328535464837.9832,3659334175680471.0,9.769834681171676e-10,802780021.1379703,444457.3679997583,3.927728916216249,78226.67349342482,3.56210582639323e+18,3.4367410930422563e+19,637375686513780.6,2.9513345449317466e+17,4.4126819557046055e+23,0.0042756771261185,187425403.3583443,87069456554519.19,2130.7396800899446,6.577861806114102e-06,15320524449544.615,376.6437118273067,0.0003413183920772,4.185643542075397e-16,5788176.745208263,11838257.248123951,24064988419958.25,328421.39870986925,7.039705615963387,122834074.7714351,31518.676570404485,161702545.7778366,4.3064773643623895e-05,1.49479306053202e-26,1278292588.5327177,0.0011969085855592,652725.9465297319,146.5651019692762,6.768206671008478e-06,8.418792821634139e-06,1.1935671585632952e-18,5378356.961037607,2.541673274206259e-06,1.5593139189835386e+17,3.456232946395283e+17,1063729794.1423095,211910.78591138427,106367198732736.28,0.0001281942180334,4.032757271236721e-10,1.0412162226215567e+20,152871528311085.62,846.1867550822143,1774746.2187699275,9.653702881589098e-07,1.6206269599654024e-23,12401825149086.527,1.0369763095665832e+21,1574.0380559859336,6.9850228495854235e-25,5.295612088122652e-38,1.237120252938656e-51,213.60982101474457,1481526611263.407,984402099740356.0,0.0029612584807115,4842004159.395872,2.9593993210556504e-23,0.0144484108150395,3.5228794981540933e+21,1.7719287807343217e+21,2.9038392923268674e+21,1.2727216462470198e+21,1.103965640217395e+22,4.161158665035011e+22,4.0003032331394585e+22,1.6190794396794364e-29,6.2303367081957e-13,1.815526755631148e-25,2.177040812175267e-09,7.832962735294118e-08,3.3978601291119244e-30,24135942.56194237,59.65941525998299,0.0007199526819649,6.877470096650596e-26,0.05214017184548,2.0307634211902084e-29,0.0016024821733741,4286144490.25776,1.1738817447344675e-26,3.0741256273031614e-08,8.402185983022326e-08,4.4586727308191245e-37,9.793238759205724e-13,3.023984251471286e-15,1.2159049007959984e-13,4.0876874339757395e-24,0.2510652745478472,5.547921024610606e-31,8.073151997284398e-37,5.8745119471822e-10,2.9268961827888353e-34,2.682218875819967e-17,8.247392653635401e-11,2705788.077894978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.280827733452899e+22
1446.1524902211206,96012.47170452356,12.012755950458123,12.661878353775007,15.710680690938224,8.227418510633125,8.829073220018254,22014025.547348756,7592738738.278394,14.670097866298224,6348211.260723545,0.4177448837943082,6536487129.291152,132874.78310436936,2172435447736.7695,37649908999.46065,337656.95703986776,6083860402.672557,591532.0263165049,52363206.94799681,10774367.207208904,8470365.564781297,5.8026027089517e-21,685382443.264201,1709.6167965231043,6.4735939128528445e-06,0.0437071967409133,2.1248342840073427e+21,2.0654965516237092e+16,1566578862792954.0,1.63775838114794e+17,6.466744246601214e+16,14810341326.93421,1.1695290390577946e+16,3.077068059701294e+17,462.8175408754813,3.686710266363296e-11,3892439301.3184175,0.0022833865299601,5.85141805271929e-14,3.7649133279508145e-29,538560589548.19727,2302416403.2161975,80851978689.72304,322309969005351.3,5.485063180810523e+17,4.794645393594432e+20,121927.62010627805,7.649882308782989e+18,5.1122985791515584e+17,1.5037295848419812e-34,3.902051585888984e+16,4.7821948158134915e+23,0.0058788309667766,6.559321287374263e-09,3.63820514578605e-18,4.445105074131106e-18,2.5089903789832395e-32,318.50211916444846,6.821379527044302e-12,496842255.1567848,141872243325.01086,0.0011494338240219,1.2048985237617144e-13,246122.31181067383,5.814132215660048e-14,3.1025745616061976e-30,42116883.50890621,0.0102826093317388,6.901125635315439e-23,0.1106542097689972,2.269640736012149e-15,3.943036223696354e-33,101.02939725035586,165447771.5549472,3.9255125264862695e-11,8.16434130915322e-41,2.1287558421897425e-55,3.63415953245647e-70,9.305320983912736e-16,119772.42106582216,56.230949411458965,1.1965414000138257e-05,1.310127844044838,3.367176312945395e-26,1.0110762909762601e-13,18565468809.9298,13767.583130497658,0.0320592461123424,1.3377421757244406e-08,1.4707062774046588e-13,8.516189387176784e-19,9.790811562416516e-25,2.8779912619876765e-20,0.0060535062184024,3.3936962254903754e-20,0.003076186058126,3.6892482143512666e-07,2.3213520907673462e-27,500373399.80326754,89360.17480772684,47754728753.3176,1.8535358437365532e-25,0.1338506898618244,3.900624244528445e-31,1.549881171292038e-05,1432.9818643043411,1.3701999668147912e-29,1.3635149141699368e-10,4.413683235092117e-19,2.305880124182338e-38,4.3065235257294576e-14,1.4086257482717809e-21,2.7991886659428243e-20,2.100507988566417e-33,1.7738880720289586e-10,3.515505592737883e-42,2.9307493507491113e-34,1.0194232852268213e-07,1.3055775415886367e-34,6.832142509956822e-17,3.2686052051043694e-14,6487.978984231194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2166428327033686e+22
1446.1524902211206,96012.47170452356,12.012755950458123,12.661878353775007,15.710680690938224,8.227418510633125,8.829073220018254,22014025.547348756,7592738738.278394,14.670097866298224,6348211.260723545,0.4177448837943082,6536487129.291152,132874.78310436936,2172435447736.7695,37649908999.46065,337656.95703986776,6083860402.672557,591532.0263165049,52363206.94799681,10774367.207208904,8470365.564781297,5.8026027089517e-21,685382443.264201,1709.6167965231043,6.4735939128528445e-06,0.0437071967409133,2.1248342840073427e+21,2.0654965516237092e+16,1566578862792954.0,1.63775838114794e+17,6.466744246601214e+16,14810341326.93421,1.1695290390577946e+16,3.077068059701294e+17,462.8175408754813,3.686710266363296e-11,3892439301.3184175,0.0022833865299601,5.85141805271929e-14,3.7649133279508145e-29,538560589548.19727,2302416403.2161975,80851978689.72304,322309969005351.3,5.485063180810523e+17,4.794645393594432e+20,121927.62010627805,7.649882308782989e+18,5.1122985791515584e+17,1.5037295848419812e-34,3.902051585888984e+16,4.7821948158134915e+23,0.0058788309667766,6.5593212873742634e-09,3.63820514578605e-18,4.445105074131106e-18,2.5089903789832395e-32,318.50211916444846,6.821379527044302e-12,496842255.1567848,141872243325.01086,0.0011494338240219,1.2048985237617144e-13,246122.31181067383,5.814132215660048e-14,3.1025745616061976e-30,42116883.50890621,0.0102826093317388,6.901125635315439e-23,0.1106542097689972,2.269640736012149e-15,3.943036223696354e-33,101.02939725035586,165447771.5549472,3.9255125264862695e-11,8.16434130915322e-41,2.1287558421897425e-55,3.63415953245647e-70,9.305320983912736e-16,119772.42106582216,56.230949411458965,1.1965414000138257e-05,1.310127844044838,3.367176312945395e-26,1.0110762909762601e-13,18565468809.9298,13767.583130497658,0.0320592461123424,1.3377421757244406e-08,1.4707062774046588e-13,8.516189387176784e-19,9.790811562416516e-25,2.8779912619876765e-20,0.0060535062184024,3.393696225490375e-20,0.003076186058126,3.6892482143512666e-07,2.3213520907673462e-27,500373399.80326754,89360.17480772684,47754728753.3176,1.8535358437365532e-25,0.1338506898618244,3.900624244528445e-31,1.549881171292038e-05,1432.9818643043411,1.3701999668147912e-29,1.3635149141699368e-10,4.413683235092117e-19,2.305880124182338e-38,4.3065235257294576e-14,1.4086257482717809e-21,2.7991886659428243e-20,2.100507988566417e-33,1.7738880720289586e-10,3.515505592737883e-42,2.930749350749111e-34,1.0194232852268213e-07,1.3055775415886367e-34,6.832142509956822e-17,3.2686052051043694e-14,6487.978984231194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2166428327033686e+22
2234.7129972172115,114862.74897842172,11.965595441813043,17.187669058701385,12.81741057045381,17.760422679238488,9.57907861695323,31346509.71911777,8045794304123.331,1.6497777646048343e+18,0.000451018342889,18165045256257.98,32935.38312671143,4.888321815514275e-07,584.3846852971786,55.54467352393405,8199413.68964375,178903.6041574432,9.070127866269736e-09,27.39203504756877,2.7211382962904755e-10,5.877512394072834e-13,7.67906107963365e-13,555.2265682134878,48280870.89009195,0.0255642631576643,7.248178905686311,338134405603841.25,3.4234972799350136,6.715917491074124e+18,5.20803684797679e-08,4.0860377017386963e-19,2.438931191419952e-18,9.389604933718734e-17,3.649491674131651e-18,1.65891442591705e-10,0.030844538320617,8.944674563943638e-28,2.539609440802094e-27,2.0633711187594147e-16,2.3023252797736887e-39,1.4338825832271412e-12,2.0601828545903783e-05,8.082730293433141e-09,5.257712046066329e-07,2.376549622668469e-30,1.8329355317257185e-30,1.6270582250729043e-20,1.4228602515470212e-12,2.170739512302888e-47,1.1764424584703573e-59,1.848910732277115e-38,2.0318763661558536e-60,16015371151.825647,788737502161638.1,2.7719892122083635e+17,3.2091677424190106e+17,3.967038399215399e+16,1.2926107414004291e+17,8.54535237636078e+16,88.76217561201818,427474176737.1288,39689927.31012033,436608.5837791473,4.565605772844682e+16,26143366484897.742,970606831.6758348,0.1147264613376866,673076.5812774851,4.071225713826795e-05,5.197895349320168e+21,1.9070807590705968e+21,1.2535692455819674e+18,28521.57351826319,2.908738043825223e+23,8.695040802724489e+19,2.0076848284355484e+18,7.869855238955912e+16,1.7127336461461488e+16,20875727201699.61,17375096882.32341,0.0027651868541345,7.420392905816691e+22,2637677220881396.5,1.4448004255802637e+18,1241978696544720.2,2.0750234853589743e-06,4.7324307713050815e-21,3.1379486640983397e-35,1.1294894388199357e-50,2.5243344736014496e-64,5.375975783049378e-78,1.0472443469016658e-92,1.949737532116973e-16,8.881928191070378e-15,1.946781962731745e-18,8.796683698900611e-17,0.1577873121911376,6.145397725404832e-16,0.0059209283861247,74839030.4709939,5.706651120688501e-23,1.4014449753862496e-05,12.422832727708483,3.5706772223214096,26074858.299379405,2.576845063621845e-07,5.943592102302104e-10,4.37140980901188e-07,5313.63347179134,1.0446688744892832e-06,1.7121154671077647,20997045084135.547,21700640636873.91,73.97501206947689,22581725.348577596,85560.8025697573,2.4228398368566006,134865305.46539134,735780816.9004819,96190094277.527,1.1501573233079453e-06,6.65753558987506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2007562583254308e+22
1962.4639947771009,114354.22929313035,12.026440322090696,9.967761870612854,10.889155888903446,18.000078566438148,10.947978495588922,820298496.1876062,1513295815652957.0,11156543.548728162,506245.5244355398,646770072802.8062,722883473750743.5,1275751.037044366,5.291622138892841e+16,3266554247191751.0,175888994516.33325,1195644042.367602,104988274.9888232,554857245.3467431,17557729845.801807,184823918334.45847,5.857603343071641e-10,6023163439298.079,156617582.83297056,97835869.47593012,61841999304.886246,7809486278840582.0,14595956949400.72,49388873237.044464,255788164962113.9,1014729016808180.0,244.16198158493737,127781854.71151358,28243047201.487907,0.0525100338395455,7.434313615479029e-13,22548422.97201035,0.0054419610422709,3.2128779768282157e-11,2.7699635626364397e-19,1249107830.7269468,9899918.090843856,49662526528200.27,125135.03754705565,67.0736896015945,350781.3421368325,1313.0891666081109,47.51866203016887,3.647495637030534e-05,1.5092016262541004e-36,905004.5868206208,6.672509153529616e-07,1271664516148.7986,17794466.446294345,0.8931274253135072,1.0485694183787675,7.518489481913353e-12,4039223028.328306,0.1428136510172987,5017794354895473.0,3.950945863590539e+17,10505440530236.758,107965675171.78116,11086830769326.545,0.1112679375486238,8.003496580576234e-14,2.0556913348719428e+16,955586716852640.4,18808407.573442064,136166831309.34946,3.074182162868274,5.650935172103803e-14,696595585005947.4,4.220526674326084e+23,2604489393.4338226,9.210676433325165e-14,2.2782398409615365e-25,1.853841144246847e-36,1431616968289.896,121267096539.50014,4813984968.366189,135.40570686406596,7010525.499450524,3.5566228713532266e-14,0.0002651442056225,2.2756567471327104e+16,7332630845306.527,6974014117.030178,489205.5604123355,1708.2183095194252,4.859349797797331,0.0015532688326784,2.062651973152487e-12,0.0007869445955937,7.634405549732218e-11,0.0239918575622199,0.0923710878958496,7.899889247544878e-12,32278484415.201145,24.782062887358418,3.4213550416335488,4.611341981229833e-09,127929.5848959792,2.609583461540978e-13,96.97052937972404,2543220449.8182907,2.464145456747924e-10,1.9980940979289783,0.0848984164376616,3.2891847013892365e-14,1.8375172263785904,0.0221686502882838,6.092427252280051e-06,4.45771408875646e-05,324208831.36121184,7.200293019855985e-12,2.8449438991728917e-17,0.0832185322317528,7.146758742359803e-18,7.535576935794078e-09,0.4630043407434522,208452419.70363173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1050225764388368e+22
