temperature,pressure,group_index,point_index,comp_H,comp_O,comp_C,comp_N,comp_S,species,observed,predicted,rel_err%,log10P
960.9081950877236,3.813252825151451e-09,9.04571548820716e-10,7.132198750317183e-09,7.748513948618722e-08,2.7020318342076674e-05,0.1272040269992659,0.0128215500193177,0.8599473251779348,N2,0.014686729,0.015879538,8.121679,-8.418704399308522
967.6939272517768,1.7909184363345757e-07,2.85140865730898e-13,2.281126925847184e-12,0.0289783303975933,3.3726790606895197e-06,0.5309157374988588,0.4400969041157978,5.655308689264746e-06,N2,0.014700788,0.4015712,2631.6306,-6.7469241927419406
1214.1464243663609,1.6498488617240318e-07,2.6416996733397248e-11,2.9261904073916946e-10,0.0196502450238324,0.5367991268142901,0.0151674793763199,0.0097340246175646,0.4186491241679927,N2,0.0132190185,0.014024423,6.0927744,-6.782555838528912
2093.151607121506,2.3889241945638547e-05,3.1452484327716866e-13,6.459856396538772e-12,2.0639357709571267e-08,3.261636641001543e-09,0.989916867278177,0.0100797689857633,3.339835065294228e-06,N2,0.0144466525,0.016106194,11.487377,-4.621797631080993
2942.6755754020646,3.611029194919072e-07,2.9252838617668086e-11,8.652089575764138e-10,0.5907653703686662,0.3715463285426722,1.4367463834207094e-05,0.0278751696889882,0.0097987639358391,N2,0.013194277,0.013202251,0.06043517,-6.442369000318397
687.967868125272,1.918815056120728,1.336540379203742e-18,9.256779663374067e-18,2.9641316926930857e-07,7.235183378246426e-07,1.1082235376744527e-06,0.0037243824342341,0.996273489410721,N2,0.013366094,0.009877324,26.10164,0.2830331175302038
831.87099158396,333.65900183472024,9.293946714430194e-21,7.985909769436315e-20,0.8846814853741654,0.0060729742681806,0.0778000710531934,0.0291607935547807,0.0022846757496799,N2,0.014653222,0.009216714,37.101112,2.523302846238817
1136.658106806123,1.7349942623657194e-10,2.44218599880642e-08,2.532637332095547e-07,4.221633478616515e-07,0.0013268319863217,1.6094524255491746e-08,0.0132610081764733,0.9854117215793328,N2,0.01318565,0.013002267,1.3907771,-9.76070195708465
1287.558603117088,7.971905664710003e-10,6.020767941556827e-09,7.202622389343909e-08,3.453868819731229e-06,0.1600010679642653,0.8266342115097832,0.0083038905190668,0.0050573761380646,N2,0.013463101,0.014211978,5.5624366,-9.098437849150965
1623.0397989243552,1.3334593776722787,6.380209172793676e-20,1.00665522504078e-18,1.05777195095819e-06,0.0001349747003606,0.5896944156470828,0.4098268576034534,0.0003426942771521,N2,0.014061721,0.2301973,1537.0492,0.12497978993853742
1809.162392337937,503.8226087618337,1.3385880571022451e-20,2.3450079667013407e-19,0.9826770479953498,0.0002048961053866,3.846892655405403e-07,0.0151584017766376,0.0019592694333604,N2,0.0143599855,0.013934965,2.959754,2.702277652324849
2652.182326144636,1.4494699846460122e-09,6.8208911534734575e-09,1.72290658024774e-07,0.087442244606742,0.8834237203368671,1.688581135589075e-05,0.0291022395573979,1.4909687636998052e-05,N2,0.013081426,0.013640179,4.27135,-8.838790773504966
690.3666407019778,4.1458180515161213e-10,9.158635296745122e-11,5.266215295628443e-10,1.5971800800969973e-05,1.2752158166648036e-08,0.5414105977883151,0.4585690972610486,4.320397677006293e-06,N2,0.014227215,0.07124177,400.74292,-9.382389761807156
1604.0104050327134,1.7655040410889644e-05,3.5122018224643194e-13,5.167954110197498e-12,6.094723531725041e-09,0.6489927287253884,0.3419495052815563,0.0090577209477307,3.8950601189936595e-08,N2,0.013034734,0.012546636,3.7445931,-4.753131284036523
1024.900170007492,39.2124154635526,1.4113847260739505e-21,1.3189146922966918e-20,5.145064491672e-08,0.0003549491852103,0.5619470332070089,0.4376110351918512,8.693096528475875e-05,N2,0.013486714,0.050124362,271.65735,1.5934235954290479
792.8396305821366,0.0008409084162788,3.9051811957294075e-15,2.3170741761327817e-14,0.003887882170776,0.0073309138410965,0.0027930351319126,0.013295628452613,0.9726925404036018,N2,0.013450158,0.015336256,14.022867,-3.0752513008377473
792.8396305821366,0.0008409084162788,3.9051811893645535e-15,2.330091442987517e-14,0.0096775417175267,7.419019230943822e-05,8.27480098719971e-05,0.0142871419826086,0.9758783780976832,N2,0.014446313,0.014229145,1.5032741,-3.0752513008377473
856.4691173208454,1.2171620297417914e-06,3.011677482971756e-12,2.0498837061517433e-11,0.2304851300723747,0.4720593595759667,4.44376974807539e-06,0.0096318051653435,0.287819261416567,N2,0.0136228325,0.013703359,0.5911165,-5.914651604236009
1112.8787877442817,645.9797985736442,9.715458804328124e-23,8.587211975438406e-22,1.6157012287038403e-05,0.0007855581984625,0.5667529324989345,0.4303079012154603,0.0021374510748554,N2,0.013176177,0.024600567,86.704895,2.8102189367177246
1484.2329545728842,12004.433606807916,5.291823769717945e-22,6.776948505090401e-21,0.94878366794752,2.517087562179726e-05,1.1090533945527865e-05,0.0509640793916454,0.0002159912512671,N2,0.014261269,0.01858522,30.319538,4.079341673993982
992.9582585786156,5.111594502683675e-10,8.582381859264051e-09,6.463606337758238e-08,0.0034802646213784,0.0008069985988717,0.9484723797332038,0.0472392049865091,1.152060036836482e-06,N2,0.013284184,0.012247012,7.8075705,-9.291443605599234
1431.8793296039923,5.732779698235601e-10,1.103505226963266e-08,1.2517887418364548e-07,0.6155193593200783,6.577863255456531e-06,0.0042283353817751,0.0183913697140249,0.3618543577208662,N2,0.014105704,0.01059937,24.85756,-9.24163474716287
1513.0380517200226,250.04285430126436,2.6734291239782646e-20,3.274950676873374e-19,0.0884911136871,0.6992235652032116,0.0012921317834415,0.0092624188223058,0.2017307705039409,N2,0.013027474,0.0132355215,1.5969882,2.3980144478384027
1674.1807699602737,4.333722538811911,1.7067680620840811e-18,2.2828022830374578e-17,0.0004330072106109,0.9842676407156202,2.2109032726890345e-05,0.0152697309626149,7.5120784270110515e-06,N2,0.014847863,0.014913414,0.4414791,0.6368611027105473
1596.0493329008968,38.9857387150935,1.8087302591011965e-19,2.4304812856672324e-18,5.721448186080591e-09,0.9251285710911468,3.967066284294668e-05,0.0132274272670541,0.0616043252575081,N2,0.013921224,0.012023653,13.6307745,1.590905767794844
2066.669530965175,0.1212415562909409,7.531002447995025e-17,1.2826238544241529e-15,4.561438163439283e-08,0.0718781958412883,0.8713184435421788,0.0559257807674344,0.0008775342347168,N2,0.013134692,0.0138035035,5.0919476,-0.9163484975417141
2282.8108678728504,1.7147241493936064e-10,5.8817752132511996e-08,1.104670907238741e-06,3.1297402508131707e-06,0.0015776033781861,0.9683036371467804,0.0301150098997938,6.198349887182031e-07,N2,0.0131266285,0.011890512,9.416862,-9.76580573569813
2953.334097477355,1.4447292008246424e-10,9.031469487491662e-08,2.1449740032792698e-06,1.1971816720304625e-08,0.01260247558657,0.0008084996277464,0.1240870788905334,0.8625019339233335,N2,0.013431914,0.007943702,40.859493,-9.840213549176587
2978.8556644640694,4.4156532308434e-08,3.073630944423396e-10,7.1345494043282475e-09,0.9058627950687974,0.0600386904737082,0.00084823333694,0.0332498745476146,4.065729397612689e-07,N2,0.013508751,0.014266831,5.6117682,-7.355005039863208
2211.273725714704,7.226844459629837e-10,1.4363354793812578e-08,2.3784025732107297e-07,0.8307682684680707,0.0027604947708468,0.1370915495149481,0.0293785379630029,1.14928313119854e-06,N2,0.013952761,0.012610234,9.6219425,-9.14105129232107
786.8315753515415,4.2532316856968017e-10,1.2109150230915836e-10,5.570209106221285e-10,1.1336015251559665e-06,1.2781906020934763e-05,0.5174558685202592,0.4777566806539968,0.0047735353181978,N2,0.013545643,0.338402,2398.235,-9.371280959378833
1799.7375266434003,1.7629142730447774e-06,4.933206568319193e-12,6.342694159267534e-11,0.9168385746907044,0.054609040082688,5.876125390675034e-07,0.0157249668093218,0.0128268308047467,N2,0.014602819,0.014483867,0.8145841,-5.753768806049411
1725.9883082153815,964.0250428653,8.651679643911207e-21,1.1716846146325462e-19,4.0875596168074814e-08,0.6004945793637693,0.388372341159351,0.0111326616182663,3.769830172298834e-07,N2,0.014128312,0.01909916,35.183594,2.9840883158913627
