e-,H,O,C,N,S,C1H1,C1H1N1_1,C1H1N1_2,C1H1N1O1,C1H1O1,C1H2,C1H2O1,C1H3,C1H4,C1H4O2,C1N1,C1N1O1,C1N2_cnn,C1N2_ncn,C1O1,C1O1S1,C1O2,C1S1,C1S2,C2,C2H1,C2H2,C2H2O2,C2H2O4,C2H4,C2H4O1,C2H4O3,C2H6O2,C2N1,C2N1O1,C2N2,C2O1,C3,C3H1,C3N2O1,C3O2,C4,C4H6O4,C4N2,C5,H1N1,H1N1O1,H1N1O2cis,H1N1O2trans,H1N1O3,H1O1,H1O2,H1S1,H2,H2N1,H2N2,H2O1,H2O2,H2O4S1,H2S1,H3N1,H4N2,N1O1,N1O2,N1O3,N1S1,N2,N2O1,N2O3,N2O4,N2O5,N3,O1S1,O1S2,O2,O2S1,O3,O3S1,S2,S3,S4,S5,S6,S7,S8,C1+,C1-,C1H1+,C1H1-,C1H1O1+,C1N1+,C1N1-,C1O2-,C2-,H1+,H1-,H1O1+,H1O1-,H1S1-,H2+,H2-,H3O1+,N1+,N1-,N1O1+,N1O2-,N2+,N2-,N2O1+,O1+,O1-,O2+,O2-,S1+,S1-,temperature,pressure,comp_H,comp_O,comp_C,comp_N,comp_S,group_index,point_index,T_bin,P_bin,mean_pct_err
1.6436842598861683e-161,1.8181818181818185e-157,1.8181818181818185e-157,1.3434647452601182e-156,1.8181818181818185e-157,8.226372077679019e-158,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,5.191267124946926e-141,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,1.8181818181818185e-157,286.37991213287245,1.3826657960400171e-08,2.0164825428927293e-08,0.0002132877468289,0.9989354532219866,0.0001275847226978,0.000723654143661,0.1818181818181818,0.8181818181818182,0,0,862069060000.0
3.3895575533006517e-84,7.525668152967361e-48,1.2246127209668915e-34,3.3367197889100817e-167,3.379524593081047e-70,6.721825263470802e-88,3.3367197889100817e-167,1.2291029340691311e-105,1.224781808987516e-114,2.192709783195629e-75,1.3198261434326895e-90,1.8475548855883118e-163,6.808659155931767e-91,2.680649977294357e-150,8.10818780373167e-141,1.2871134651069712e-145,2.5084849458258065e-128,3.860393968081594e-92,6.644214185526905e-160,3.899387789494238e-142,2.3081228852310356e-41,3.945612838389271e-94,0.0001049086140323,5.541322029073496e-153,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,2.721927857781049e-149,1.2663837783734648e-82,3.3367197889100817e-167,3.3367197889100817e-167,2.2771684670904255e-148,3.3367197889100817e-167,3.3367197889100817e-167,1.039581562177627e-164,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,4.3227430794120104e-76,4.71549699851617e-42,5.539199055908369e-22,1.1838566772628806e-21,1.043212474248488e-21,3.0701364915349667e-25,7.856133626706969e-27,1.53023424681533e-90,1.5443776780952322e-37,6.445843043075278e-74,2.834050261319409e-85,2.4340489721309095e-05,5.1924436933518075e-30,1.8849696291833763e-08,2.396430541456283e-89,1.3829036620655239e-61,1.0006465176525e-116,2.571545529776528e-15,1.8094981894947063e-14,6.933418131098037e-30,4.6319459120618554e-95,0.9448557423182592,1.8565999496721588e-22,8.243119760321089e-38,4.9607654901176055e-36,4.103282454957713e-44,7.813739031417705e-75,4.8571444184313355e-51,5.573839880548117e-98,0.0547452993248654,8.336981517034722e-11,3.2829428381042304e-33,0.0002696901064847,8.233311253902035e-120,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,3.3367197889100817e-167,6.971764261342611e-127,3.3367197889100817e-167,1.3631803958586784e-160,5.262871448796771e-88,3.3367197889100817e-167,3.3367197889100817e-167,7.876672160130687e-128,1.978679078217646e-139,9.281731889146995e-89,6.116473743884534e-147,3.3367197889100817e-167,3.3367197889100817e-167,1.709813755418713e-71,3.3367197889100817e-167,1.9651957634704608e-162,5.594792532729571e-69,5.611890670678996e-69,5.66278706253636e-152,1.5391336692656202e-116,1.5208603441239422e-131,8.37616615538933e-156,1.9354000945476636e-103,9.696559965370246e-99,2.408154990334295e-86,3.649136518662693e-158,4.5464461522964574e-147,323.1855452334425,2.6274036472698404e-06,2.4672324898666925e-07,0.0005598031878674,0.9898679197002104,0.0095706646652513,1.3657234217459394e-06,4.3377357255831056e-11,1.7017270923441414e-10,0,1,862069060000.0
1.0897867105166906e-77,2.5221636299561713e-36,2.3904931049604524e-68,2.272045487207906e-173,5.352518467422423e-75,9.244311281810571e-37,1.7449644229824768e-159,1.3518884731283625e-89,9.70421770141012e-99,1.1016233073556392e-85,8.423948721064915e-104,2.3788898218201432e-132,1.8337212974944425e-85,2.3150821510182016e-100,4.197728846691119e-72,1.320584783641466e-130,2.9298579242090073e-131,2.5759856388148854e-121,1.1330056598263764e-160,1.261802131151437e-142,2.0994585001132188e-72,4.1025909561353794e-67,5.683415292951457e-62,4.458302232640036e-100,6.893099538440592e-73,2.272045487207906e-173,2.272045487207906e-173,8.835059425522218e-171,8.831768983515741e-169,1.1103744661680431e-154,2.840374085089691e-156,2.272045487207906e-173,2.0720460371907718e-157,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.2174451355628277e-62,1.2579094155412588e-54,4.7758072934552196e-61,1.0326664450930827e-60,1.4761383983881164e-87,3.367387521150849e-40,1.2558626450548894e-68,7.653215667081983e-21,3.040730292477112e-07,1.465947653029164e-41,1.9506277352068745e-50,0.2250901379594938,3.0911189348303707e-53,4.559991594837425e-26,0.5172899140842147,2.0582559186811902e-10,3.8662720188628736e-45,4.272273286103853e-46,4.920745353469508e-72,1.7908047205504552e-114,2.1075452841389132e-41,0.0765995945942048,1.110915754711237e-50,6.807746589866324e-120,7.372313374163274e-145,2.272045487207906e-173,2.0363135076754685e-74,3.7311031231863805e-26,5.887100763203646e-15,5.236221400235008e-62,4.245186120745687e-12,1.637695928396239e-120,2.851804162009843e-32,2.5760884488189006e-10,2.526564898817365e-11,6.114947480439458e-11,3.965153603304513e-06,0.0013701072823679,0.0008903449101398,0.1787556313888458,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,2.272045487207906e-173,1.042817557540944e-154,2.272045487207906e-173,6.323752128991318e-150,1.7486064795105308e-132,2.272045487207906e-173,3.3995552070406896e-173,1.9336438018081541e-103,3.112347761300221e-170,1.3492084531524174e-90,5.1881912761359903e-64,3.7352236095605333e-172,5.828750760596509e-125,5.18818829118008e-64,2.272045487207906e-173,1.4438904908720947e-154,1.1587819679593823e-114,2.7424309691219636e-113,1.7510747881578417e-169,2.487917532634677e-105,2.272045487207906e-173,2.272045487207906e-173,4.091655297017099e-124,2.272045487207906e-173,1.4184085479242759e-133,3.428752609037758e-122,9.519317988999942e-83,318.2936078113434,129.09687133683911,0.0002223327056056,3.370574684365582e-05,0.9994272620258968,2.2938352649532077e-05,0.0002937611690041,2.7264545846494873e-17,1.6358727507896923e-16,0,4,862069060000.0
3.603276743517565e-73,3.341563074322909e-32,3.3858644935647186e-73,1.4260713781968343e-172,2.277865221747957e-73,1.0374618771263308e-41,2.796088296451633e-156,4.4024677096952457e-88,4.5220559139048534e-97,3.9336568664400903e-91,2.079039001982732e-108,5.696948987951328e-127,9.13535348740872e-88,6.7452503674760065e-93,1.6822904264575032e-62,8.327433177979013e-134,1.1361258345445829e-131,8.577755485590145e-129,4.004682793389288e-161,2.2151610201451485e-143,3.6162755317604966e-80,1.901927452991224e-81,8.032824867875784e-77,5.871353170703955e-107,1.0495340978419211e-86,1.4260713781968343e-172,1.4260713781968343e-172,8.967888176935635e-168,1.4260713781968343e-172,1.4260713781968343e-172,2.8946767914615985e-148,1.4260713781968343e-172,4.534016753859949e-170,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,2.5431440875535158e-58,1.3728952522769893e-57,8.339752248209342e-71,1.780482673404852e-70,8.6473509184422e-104,7.04126061519197e-43,1.0029217917683328e-77,2.039538168641684e-23,0.566488999440379,3.215322666680219e-35,1.7587069095349117e-44,0.0446015888118445,5.711726139426095e-60,1.5233601576948066e-53,0.2714878048458737,0.056420422463655,5.012471910690682e-34,8.038857726960581e-52,3.1150550475700923e-84,6.912224779348143e-133,8.820883219521006e-47,0.0610011844382466,7.105204983405968e-57,1.0171797822736802e-138,3.341669019336583e-170,1.4260713781968343e-172,7.721418673660548e-74,3.685484540905283e-38,1.2791775491147108e-33,7.531902773178401e-74,3.0611154108095584e-31,2.764693776060023e-138,5.334466547275329e-58,3.668602891765345e-22,1.2522746086236629e-29,1.00024380540785e-35,1.6607354039534926e-37,1.7613605346701307e-41,3.9622956258320284e-48,2.353406442997687e-52,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,1.4260713781968343e-172,6.6954880891248485e-161,1.4260713781968343e-172,1.2612360126689674e-147,9.783762795046551e-144,1.4260713781968343e-172,3.187407706231612e-169,8.353025114698589e-96,1.4260713781968343e-172,4.812975137233804e-90,1.801642777356497e-63,1.481812087174119e-165,2.5192578557418164e-114,1.801643520046331e-63,1.4260713781968343e-172,3.299992769644813e-149,1.1303546450422364e-121,2.1236639191498348e-122,3.261529033430003e-169,2.676610687631677e-101,1.4260713781968343e-172,1.4260713781968343e-172,1.2326457935956652e-125,1.4260713781968343e-172,8.040935584837479e-142,3.8481381610814703e-128,1.5663218583078518e-84,323.645363959223,0.0192755313459822,0.2551635874091557,0.0058828184975991,0.6796079020529251,0.0235378294179499,0.0358078626223701,1.2834642403771508e-16,8.984249682640057e-16,0,2,862069060000.0
1.034939954009094e-78,1.2799626496850633e-39,1.4994719553218009e-63,3.4488173788109974e-173,2.562088206270562e-74,3.179440477314916e-36,3.7349689616544107e-163,8.491864729472921e-94,7.056993379961433e-103,8.308113659967739e-86,9.70628907777446e-104,5.76877823521101e-140,2.7066831887882908e-89,5.847580620368364e-112,1.1612182793028363e-87,1.5063595118353886e-137,2.0559392533721972e-131,1.9639070065259885e-117,1.1040875153303641e-160,9.23736595312772e-143,8.47683085023864e-69,1.731000338164087e-63,2.4472865282772355e-54,2.4926935357929927e-100,2.8513503545227726e-73,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.631170662479046e-169,5.863105659296942e-147,1.7520650103618286e-172,3.4488173788109974e-173,2.7000565988192183e-161,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,1.5301800520733818e-65,9.83562003778518e-54,5.232021665726869e-56,1.1254402887843098e-55,3.066370449402855e-78,2.3811054656447178e-39,1.7755460577172022e-63,3.603398218920708e-24,1.7052867979374653e-14,1.2676139939428609e-48,1.6916896627648576e-57,0.0001496899713895,5.9195650420085825e-52,1.0368930766216143e-16,3.0887835438736645e-08,1.8742976055725425e-21,9.21220593996674e-60,1.693972731211621e-41,3.704004333327299e-63,3.2629252474015224e-101,6.986405835065461e-41,0.1040356801647885,4.087521471808916e-46,1.2138681499635865e-106,2.3921611176009923e-127,5.085281264966069e-158,7.548064850273307e-74,1.408375347634326e-21,2.1384189772162757e-10,3.821837911327035e-53,0.0016292048180097,3.7812823029257604e-107,1.8682723628102833e-19,6.809433439771471e-10,7.752199759741704e-11,2.1310177493818396e-10,1.4148431147142443e-05,0.0053905429851989,0.0040571234228445,0.8847235781333598,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,3.4488173788109974e-173,1.4345120256788857e-152,3.4488173788109974e-173,1.0728724378685015e-151,4.191828570649587e-126,3.4488173788109974e-173,3.4488173788109974e-173,5.046574823410373e-108,9.14592315338627e-167,3.765236345711609e-91,8.635361790834875e-69,3.4488173788109974e-173,3.748563127705493e-133,8.635361790881139e-69,3.4488173788109974e-173,4.35849147478244e-155,7.271023490311179e-108,7.111482862879174e-106,1.7852777522312872e-166,3.106612845307347e-106,2.1707066958435426e-168,3.4488173788109974e-173,1.1084629877662073e-120,5.663246680903823e-163,5.752990130812475e-126,2.4410296434620212e-119,1.2145574615651252e-83,320.45926569048095,857.6393923422368,4.478904994316714e-09,5.09797707124406e-08,0.9998900264430326,3.1124640657893058e-06,0.0001068056342259,1.0346452136432993e-17,2.5521248603201383e-16,0,4,862069060000.0
1.0211089257422247e-75,5.2305010673801576e-36,5.2702332241033235e-59,1.5387894807270915e-166,7.198000703582178e-73,1.1206678934640268e-30,3.105644091088178e-159,3.1372487969343274e-94,2.311173517322441e-103,6.685680451967253e-88,3.4015970985098014e-101,1.0703084651867244e-138,1.913027959034037e-89,2.594206252644638e-113,1.181996631792946e-91,3.06354000230855e-145,2.8041854345575604e-129,6.334632547696521e-117,1.8620769918633036e-163,1.971312763045337e-145,2.847374726471801e-63,8.68367109116698e-59,1.973952433004959e-50,3.917687758190609e-94,8.892400462288872e-68,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5671254755106322e-151,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,7.867031835268724e-67,1.1552042942501893e-56,1.1787946017969751e-60,2.5465427690584404e-60,1.0331762327370756e-84,1.8750815364035964e-37,2.0017297288251768e-63,2.4253374296499425e-21,1.587093308137443e-13,1.3384404431655502e-52,2.8868840791565756e-66,3.065718303992962e-05,1.2855478811395749e-54,1.940663651555865e-23,4.2277262391303526e-08,4.6895216645088225e-28,4.184312973515401e-74,1.4069127338553928e-41,4.5960800878913595e-65,4.952708136561366e-105,4.112383508086412e-40,0.0001335152099082,5.849055505277592e-51,3.038659242799604e-115,9.263506293568736e-138,1.5387894807270915e-166,6.869505204573487e-82,1.1642243017211888e-17,2.8253198484475673e-07,3.002313011995765e-50,0.3363649767728586,2.915390408503615e-106,6.289372789014805e-19,4.61570273276884e-05,7.197767327639664e-07,2.7591581259304313e-07,0.0027821576649991,0.1514653286097633,0.0156435730726858,0.4935323129572526,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,1.5387894807270915e-166,4.3458878779751085e-147,1.5387894807270915e-166,7.075729998835376e-153,8.230247562459029e-126,1.5387894807270915e-166,1.5387894807270915e-166,5.358458643465342e-108,2.230811975738119e-162,9.579359370532451e-93,2.055898710917376e-69,1.5387894807270915e-166,4.685744079114694e-136,2.055899674292352e-69,1.5387894807270915e-166,2.6901018320472136e-157,4.139908653046763e-105,3.188339710424245e-111,1.5387894807270915e-166,6.422739260008739e-113,1.5387894807270915e-166,1.5387894807270915e-166,1.1687046451620011e-119,1.7258387213885754e-157,1.101769730260872e-126,4.729050931674736e-111,1.4553771334022655e-81,318.6750504461694,7.263634378150521e-08,2.0199754161470105e-06,0.022134715240288,0.8029448854578614,8.785092928033412e-06,0.1749095942335065,2.769821065308765e-10,7.23231055941733e-10,0,0,862069060000.0
1.8448891407085366e-81,3.111651837615209e-36,7.452518327475799e-88,4.728148144938302e-175,1.4991901850014805e-87,2.773972094777609e-51,9.143498779636429e-156,9.1272376224944e-87,1.588585083334304e-96,1.7480614071032488e-95,2.4403630693328573e-109,2.611324273003724e-122,3.384657337791125e-85,1.2004666815905765e-83,6.3171170682433706e-49,4.1869463844437446e-137,9.64971569868762e-136,5.2514900108945366e-138,1.4089153451013522e-172,2.5019619721382103e-153,2.218152339455332e-80,1.1212492903819658e-84,4.4449179242570064e-82,5.787053252288346e-107,6.548299403004212e-88,4.728148144938302e-175,4.728148144938302e-175,2.3608771822649902e-151,5.299291158118896e-175,4.728148144938302e-175,8.696320276411011e-127,3.4194090695621636e-159,1.1952708616951343e-166,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,1.262678015920999e-69,2.945866358606197e-74,5.903038590646635e-94,1.3425325447464579e-93,5.150564134595162e-135,2.3072536082738715e-53,1.4509633417904068e-96,7.703400737849468e-30,0.9995946565167144,6.5868256849210755e-43,7.706182089996487e-58,1.95631381813434e-07,1.328470968968815e-75,2.8058348947384117e-82,0.0003658798753987,3.926797650092113e-05,4.2475945819735295e-43,1.0203300559362638e-69,3.2755088279449516e-110,3.169059340960108e-168,8.171682014741975e-62,3.825523832741041e-15,4.954941995207971e-80,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,5.552333241218762e-98,6.269791055983607e-53,5.681375705503688e-51,5.189843230454487e-94,8.383913971996129e-51,3.232948058620316e-169,4.395033347783827e-85,3.904461200285158e-33,3.581397761895729e-44,1.0021128719841983e-53,2.0506947093618834e-58,1.0914084097015488e-65,6.785601498284232e-76,2.4280433830244586e-83,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,4.728148144938302e-175,1.3161032937057363e-166,4.728148144938302e-175,1.6749396149694898e-152,3.4295140278856046e-154,4.728148144938302e-175,4.728148144938302e-175,1.2893358745820466e-104,4.728148144938302e-175,6.477017813868627e-104,1.064126767842556e-72,4.728148144938302e-175,4.4128924569991437e-123,1.0641267696871105e-72,4.728148144938302e-175,3.036299924778211e-169,7.8741946543314535e-146,4.7712461489118504e-151,4.728148144938302e-175,2.4280470041262183e-122,4.728148144938302e-175,4.728148144938302e-175,3.7356461241002684e-144,4.728148144938302e-175,3.5924745482791895e-167,2.1766826976142365e-145,3.6443017292108783e-97,298.75249464101097,8.676825490292241,0.1827065375378229,1.7870432355305816e-08,0.8172564340925583,3.587189823921205e-06,3.3423309362405534e-05,2.8368888869629815e-19,3.215140738558046e-18,0,3,862069000000.0
4.445517498970155e-164,1.2457440241056454e-157,1.459770932386889e-157,1.47781121978613e-156,1.2210394219366364e-157,1.0709961609477272e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,3.246076897450523e-135,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,2e-157,278.018838916871,6.722627628960033e-09,1.4962900323249354e-06,0.0001830534664974,0.9997433966420805,5.463264294174231e-05,1.742095844821439e-05,0.12,0.88,0,0,862069000000.0
1.7082978795308905e-71,1.1186562118477113e-29,2.0367585842337392e-70,8.165893334651856e-166,1.0967078228973729e-71,2.584853268405625e-38,2.518821625510187e-152,2.857262795423222e-85,1.6789618317548502e-94,2.990120274251972e-90,4.674924115881779e-105,1.8600814493124133e-125,4.6599936203188075e-87,1.0999428903497502e-93,1.1315057777145913e-65,1.3954853653524094e-142,8.284050005046664e-127,1.0723120381860912e-125,5.603709369123826e-160,9.226673841138064e-142,7.604134998899764e-73,3.330046729053379e-76,3.1084653182093266e-71,1.4935876367760178e-100,8.297378761947908e-82,8.165893334651856e-166,8.165893334651856e-166,1.4621196404400388e-162,8.165893334651856e-166,8.165893334651856e-166,5.955595322646686e-149,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,1.7704356197109833e-59,1.3959910243655672e-60,5.511460768774439e-76,1.2002499810416606e-75,1.1714123290661229e-111,1.564794005888387e-42,3.732154284163606e-80,8.949656377145144e-23,0.7558290944917138,5.5239200565619827e-39,2.0059474200458763e-51,0.0007307731257055,3.898012632462714e-65,2.942442555152274e-64,0.0028085526371947,4.642467403753434e-08,4.1225211949619227e-47,1.8671146236164576e-51,1.4763192555175216e-86,2.6461347015363714e-138,1.6981295223810234e-46,0.2406315287478115,1.4735234405479444e-59,2.8391046930091424e-147,8.165893334651856e-166,8.165893334651856e-166,4.443423779806938e-78,1.5147662954504895e-36,5.995088102014354e-34,5.979940496066289e-73,2.778196853195113e-31,6.388893150285329e-141,1.4815813771126022e-60,2.4566819662185142e-20,4.677192506701336e-30,2.263842040485179e-38,3.382926164855574e-42,2.434330569169517e-48,3.0802328010696154e-57,1.3146850797345094e-63,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.165893334651856e-166,8.494590362252321e-156,8.165893334651856e-166,2.860195640504435e-146,4.89209698103479e-143,8.165893334651856e-166,8.165893334651856e-166,4.8893298474128223e-98,8.165893334651856e-166,5.132751496169183e-94,5.7742006948473825e-67,8.165893334651856e-166,2.7599642912392967e-120,5.774371525789966e-67,8.165893334651856e-166,1.2762733346099685e-152,5.056770595382247e-120,8.11171171277372e-129,8.165893334651856e-166,2.0138641583468108e-106,8.165893334651856e-166,8.165893334651856e-166,2.523193841955205e-127,8.165893334651856e-166,8.307146261569338e-146,6.632059108168994e-124,2.3715625564564652e-85,315.38013628145995,1.6207829812515617e-08,0.0483659380648747,2.32698095730346e-05,0.9361957742453396,0.0153255662844674,8.945159574509588e-05,9.799072001582226e-10,3.592993067246816e-09,0,0,862069000000.0
