species,MAE,R2,max_abundance,mean_abundance
N2,7.788370965391346e+20,0.6969068300453212,4.58261610981728e+23,1.8548771189344234e+21
O2,4.862477267597125e+20,0.8679541769207458,6.227396494186777e+23,1.9609868086465224e+21
C5,3.664169367913125e+20,0.8784961322999949,2.748783689880013e+23,1.213576640383881e+21
H2,3.0242188620585396e+20,0.8959674181984301,3.443648691618006e+23,1.2250664399600938e+21
S7,1.001277897671852e+20,0.8359675717292956,1.620927375739193e+23,3.416948983447835e+20
S8,8.831187957373795e+19,0.7606827564929606,1.7123698646758763e+23,2.3682709190157586e+20
S2,8.19526573846616e+19,0.9532401501593581,1.0701012456774983e+23,6.250058307588042e+20
C1S2,7.644076338122079e+19,0.9648850905595633,2.6026860695162793e+23,4.214770331578164e+20
C1H4,7.338183206380284e+19,0.5398074615781336,3.2021501071089834e+23,1.4188904262606483e+20
H2S1,6.261615845556961e+19,0.9529281412935963,2.0997153996269067e+23,2.9114530157834325e+20
O2S1,5.786710586029424e+19,0.882787390647206,1.1502926971268862e+23,1.958422823385208e+20
C1O1,5.6928600244459725e+19,0.9211662929580123,2.03267685638689e+23,2.427543526493512e+20
C3H1,4.7005597218026996e+19,0.8823384625750416,1.593798513993323e+23,1.6363383895869568e+20
H2O1,4.5154122027092296e+19,0.9505490846347379,2.1415161422335112e+23,2.174793029471952e+20
S4,4.2869797097402106e+19,0.8107699401722159,7.490020232988683e+22,1.8699293964934768e+20
C4N2,4.139030541704717e+19,0.871354582428463,9.979639550724751e+22,1.1200236273201547e+20
S3,3.555969981748881e+19,0.7840525677722242,7.490020232988683e+22,1.8908128631620197e+20
C1O2,3.3709461815527293e+19,0.7899297973491031,6.410268580466955e+22,9.405969327780744e+19
S6,3.1426981745024967e+19,0.5675368409000985,7.490020232988683e+22,9.571869881499709e+19
C2H2,2.442812426195275e+19,0.967747603307726,1.513424478378049e+23,1.2718645111054998e+20
e-,155525180792.65494,0.8831955848289147,309435019972088.0,558917378122.751
