e-,H,O,C,N,S,C1H1,C1H1N1_1,C1H1N1_2,C1H1N1O1,C1H1O1,C1H2,C1H2O1,C1H3,C1H4,C1H4O2,C1N1,C1N1O1,C1N2_cnn,C1N2_ncn,C1O1,C1O1S1,C1O2,C1S1,C1S2,C2,C2H1,C2H2,C2H2O2,C2H2O4,C2H4,C2H4O1,C2H4O3,C2H6O2,C2N1,C2N1O1,C2N2,C2O1,C3,C3H1,C3N2O1,C3O2,C4,C4H6O4,C4N2,C5,H1N1,H1N1O1,H1N1O2cis,H1N1O2trans,H1N1O3,H1O1,H1O2,H1S1,H2,H2N1,H2N2,H2O1,H2O2,H2O4S1,H2S1,H3N1,H4N2,N1O1,N1O2,N1O3,N1S1,N2,N2O1,N2O3,N2O4,N2O5,N3,O1S1,O1S2,O2,O2S1,O3,O3S1,S2,S3,S4,S5,S6,S7,S8,C1+,C1-,C1H1+,C1H1-,C1H1O1+,C1N1+,C1N1-,C1O2-,C2-,H1+,H1-,H1O1+,H1O1-,H1S1-,H2+,H2-,H3O1+,N1+,N1-,N1O1+,N1O2-,N2+,N2-,N2O1+,O1+,O1-,O2+,O2-,S1+,S1-,T_K,P_bar,comp_H,comp_O,comp_C,comp_N,comp_S,group_index,point_index,abund_H_dex,abund_O_dex,abund_C_dex,abund_N_dex,abund_S_dex,sample_MAE
1.2911137633451313e-33,4.592275962931607e-18,4.2486626375303954e-13,5.245033669324138e-66,2.0661175200990393e-30,1.1033805073064086e-32,9.103836838270306e-68,7.103521879579731e-45,2.1290162064168432e-48,9.0378424764298e-34,1.3392888139002782e-35,1.283661637192388e-64,1.3443355081026592e-36,7.5207446098905e-60,5.693109125630633e-57,6.387565399884482e-61,1.3478908164085415e-53,3.3313404352120203e-40,1.643519192663367e-70,2.3923212948093385e-63,1.5103789114920037e-15,1.7219193456969915e-36,0.0203192890504357,6.053942141483753e-59,3.497973879158924e-71,5.513406289145406e-100,6.5277273355644715e-87,8.657465667142979e-82,5.755013258789818e-62,6.973819749869983e-38,6.889530005860057e-92,3.1118618415913433e-90,1.0197576305682821e-63,7.962149428123413e-111,3.150503562211765e-88,2.67825466058976e-69,8.459240074755612e-80,3.35607847754236e-68,2.8364662438850916e-125,3.3135944414620347e-118,8.694150832762559e-107,2.543261032485374e-75,8.538572158016304e-164,5.701237015322281e-151,2.0733636554495983e-148,1.5235303869617803e-172,1.3611349515145952e-32,6.688376239879574e-20,3.6419654569441473e-13,5.057080633534905e-13,6.090955281921008e-15,3.7111999840014793e-09,6.16287640872139e-11,1.5655351983648458e-33,5.977996932839782e-14,5.95410527292399e-32,7.33858296133801e-41,0.1709119681741131,1.1300261816795725e-12,2.3735884495622892e-06,2.0505707651188865e-33,1.2836321519858253e-27,2.5116976374013675e-54,1.4205223972782734e-08,8.4098286975606e-10,3.929220875065849e-18,6.754827227324486e-39,1.2665449567158848e-05,4.244374939415207e-16,1.7647947241832292e-24,2.994220403145253e-26,1.5189656051304706e-30,7.693257278451107e-40,2.259669921273967e-18,1.3714381399189453e-36,0.8006872667129209,0.0018277632910225,4.8179727222326286e-15,0.0062386549119547,2.425461046026666e-44,1.3462704507737858e-67,3.317172587428747e-90,2.446179907383241e-112,6.370677364678399e-134,2.2979549145954563e-156,1.5235303869617803e-172,2.5447287110778538e-102,2.4723793190555117e-94,1.6940167957969588e-100,6.213019989106582e-94,1.2256175674142285e-52,2.0178937190769652e-107,1.4510584456150885e-65,2.2754395444568875e-34,1.3421735732682798e-110,1.717571972544194e-69,1.259748522137478e-49,1.1337939035718622e-57,3.98860171837254e-34,2.0088058726386887e-55,3.5080024887446604e-76,2.1357554293584698e-65,8.514867856968582e-31,2.9564081003687902e-87,1.2470738550934477e-66,1.4728749829703468e-32,8.635249554627828e-31,3.814091627927151e-69,2.4877422149400316e-51,5.425421701422782e-62,1.2047556733305228e-64,5.481335556449778e-40,4.1536419049263006e-42,7.731736261173788e-34,2.882562605750953e-63,1.3122893954418531e-55,785.7531619211088,0.0071206281705068,0.1549936280596361,0.8321228111085842,0.0092131201323533,1.1492167236077926e-05,0.00365894853219,2.894707735227382e-16,2.742354696531205e-15,12.0,12.729873583289235,10.774092889817954,7.870088093032709,10.373042456355607,1.2126861796840427
3.3586706900077775e-27,5.800543981688181e-15,1.8020346611746564e-25,1.1165941785680855e-14,1.0690161284614798e-21,9.292561473967871e-15,1.5669139858062714e-23,4.7655345824390595e-14,2.1424521275781676e-16,2.1197686473555246e-28,3.1968022933281057e-23,3.37400793353587e-29,4.4133325759211176e-32,6.381978231630562e-34,3.510462223889508e-40,1.2004645453638697e-86,3.971792149005365e-12,6.3328682487383845e-25,4.6662546620625766e-30,3.975619495085589e-25,0.105813564215059,4.533464405489227e-14,6.139109624588012e-15,2.0051223542162737e-07,7.993979645040259e-14,1.3217393835659325e-12,1.7849725020490496e-11,5.545421492382787e-16,2.578443202844628e-46,4.714778787001508e-74,6.658682868539904e-39,5.053753666844606e-60,2.501451337986238e-85,6.733107478160164e-112,1.3171339888199044e-10,2.149073691165509e-19,2.6919599636766373e-11,1.185497889635468e-12,8.010659281950827e-05,1.1004509476708873e-07,1.485098986441312e-26,1.7066457369568902e-14,1.4603470079539698e-06,1.1751440059908767e-133,4.2819844242875056e-08,0.8941045151560195,8.417291967330184e-31,4.722764534302577e-44,1.6888109691377335e-61,2.1517975796836928e-61,4.7514917164196503e-85,2.0713185373148487e-30,1.2706312500657804e-53,6.235605568327843e-23,6.897141097215991e-20,3.3169944470640223e-38,9.021200685837212e-51,4.4421118822746965e-33,9.857438461505796e-63,1.4547827037222475e-100,9.36132818383592e-31,2.7914923912466354e-43,9.929468504839198e-76,2.5820339543132707e-28,2.3347939059747672e-51,1.7073387724599596e-79,5.7084681389300065e-25,1.1933318061180048e-10,4.526326516144955e-40,1.130358975974094e-89,1.6374861058777957e-113,2.638076093816823e-138,1.711339305779077e-40,1.1763634890030663e-26,5.523973192364668e-37,6.0333767008566e-39,1.6355017209730495e-38,6.8186242673998575e-71,1.3533513739117176e-60,2.2440115908258283e-20,2.989684320279401e-34,1.373857979871775e-47,2.8836977902032904e-61,8.174283551954191e-74,7.802255213881851e-87,2.647232739004756e-100,7.724386443980296e-32,1.319096731777692e-42,2.4963654227698063e-38,8.463798576811841e-50,3.1907503978807136e-27,3.3393713535752804e-41,1.0945015015342452e-28,7.014936286663948e-45,2.7961960014410566e-28,1.1522898739292954e-42,4.018134677085772e-45,5.194367110915186e-56,4.4161943367762105e-56,2.1881348517070775e-46,8.560327468710463e-55,1.6212109965264086e-63,2.532624347585722e-53,5.763620142995629e-53,6.7785438126358e-55,4.530344282538726e-37,4.183280025238369e-74,1.445808494304914e-46,2.4998240656904435e-50,1.4718175504001995e-63,2.858604773346755e-53,2.408450586082741e-52,1.670023834230157e-59,6.430487292901094e-70,5.569127818173276e-28,7.084952828625001e-39,1130.571246348498,5.13031589003802e-06,2.3505564563534116e-08,0.0225969971762581,0.9774029181121392,1.8379950832119695e-08,4.282608727937018e-08,4.868073137539015e-13,8.914658933118319e-12,12.0,17.98288004467932,19.618902944652305,11.89317365861658,12.260537711092384,1.0404866401658015
6.2964919588744745e-34,2.84332714116935e-20,2.7845776882880575e-31,1.8298313989129135e-22,1.3382995781044143e-27,3.088036882827935e-17,9.014692727224915e-27,1.484945554897633e-13,7.017116421840483e-16,6.4730537900861576e-24,1.3740618664800892e-22,6.3351910680995e-28,6.4471695762152656e-27,3.801309204461626e-28,6.730826021677345e-30,3.1597295152159294e-68,4.093880270397854e-16,6.206281590664305e-25,4.403848578263027e-30,3.415413486885101e-25,1.0207949218396014e-05,1.0804967659206614e-10,5.588310367718468e-15,5.6853468649182737e-08,4.98780208617364e-07,2.051492532404928e-18,7.923295744868182e-13,7.768013497475083e-13,3.5898927076795386e-35,6.0674007946555006e-55,1.2176249539822344e-26,1.0150016359952412e-43,4.661684818537835e-61,2.33136910947222e-82,1.2932828661806328e-12,1.879098318151478e-17,1.716725039467483e-09,1.3775691549824172e-14,1.036624180142338e-08,4.4458333783529906e-07,9.238006095012112e-19,1.4715013519608255e-10,1.8506277080310313e-08,3.1248283626887736e-92,0.0242396080471984,0.975749152938294,3.725114494558397e-32,2.0061923583796278e-41,7.424789886765979e-55,9.445575307805647e-55,2.3941328543983727e-74,1.0413807843781622e-31,7.421678923372848e-51,7.202317557703097e-21,1.092596017923202e-20,4.948776578959696e-35,1.101645288893629e-43,6.834003959578786e-30,1.9981760005478607e-55,6.485616340848615e-78,3.662046554905323e-24,1.3258684907339706e-35,1.6773544420214416e-59,2.7885852146126884e-30,2.8829210765368228e-49,2.6270073371297244e-73,1.5293400502824432e-23,7.972554740442436e-13,3.906361667204655e-38,1.4129126502945904e-79,2.3180949888677574e-99,4.5183494420333606e-120,1.3155287629882942e-38,3.7092636988652925e-25,4.1772299590956425e-28,9.018641413308223e-41,4.782367602919078e-33,1.38598004676261e-68,4.376489137511722e-51,1.6529155056115509e-15,5.626301392445725e-22,6.579771482955128e-28,3.3953768836677147e-34,2.4252990553167486e-39,5.929800549080398e-45,5.04475069601768e-51,1.81084689910228e-42,3.4564112012372676e-47,1.9507196856026946e-44,7.614077611658783e-50,1.515190204183529e-29,6.241404171454747e-48,1.4603200439653564e-29,1.0925253589290188e-41,5.505239196596142e-31,9.804483468378273e-51,3.285892460147411e-47,4.3807293316099957e-60,3.388338630812529e-54,3.7167162162326807e-41,2.742679531381395e-58,5.62516274531352e-61,1.7233362548639198e-48,1.354535454577545e-61,1.5161290984909845e-57,5.926921806350432e-42,7.540124717519518e-69,1.9759365155642208e-51,3.389185732359897e-49,2.0858769101097743e-64,7.674597050291127e-62,5.854841117687675e-55,3.8163647740705574e-64,1.6480829391838826e-68,2.4535866053616453e-33,3.519234631239949e-38,1139.763039569346,49589.65348734573,8.84834667502467e-08,2.0316091702256963e-06,0.990349700748666,0.0096479692917182,2.0986697895465469e-07,5.0772291201935537e-23,1.0090992876384688e-21,12.0,13.360978034673552,19.048926444892125,17.03757378269836,12.375081981079475,0.8105240892057948
9.649321088040756e-26,4.703658552054904e-10,1.1441941875631615e-26,2.1409856881439157e-13,8.116671739080241e-20,2.6074133116957576e-15,2.2069611885643483e-19,3.39293464636959e-09,1.2523649822160344e-11,1.404783584003291e-26,1.2259341834122505e-21,4.658736339485445e-22,1.41347477784665e-27,9.667777704868557e-24,5.505306920136026e-27,3.971957779627983e-80,2.1298484294290312e-10,3.5641881780315876e-26,1.5847992994816475e-28,1.958968565932913e-23,0.0141815086231276,1.3332055829149568e-17,8.898734938573788e-19,3.450820737115204e-08,4.7721806051713066e-17,1.0286275978403652e-11,2.296786938368089e-07,7.99386791050874e-09,2.8144637533160975e-45,5.1884353714468834e-79,4.125315294573969e-26,1.8568522887870128e-50,9.140883667785087e-82,3.0430982476637617e-100,2.803870054926769e-09,6.2198285636535904e-21,1.412066076399653e-09,2.492543025760066e-14,0.0004188287129476,0.0006729168504235,2.420113334534198e-28,3.2888064400226263e-19,2.7185180726798314e-06,1.1966931867903344e-128,3.860628101400562e-07,0.9847233095124952,4.56706514897226e-26,2.589103981252529e-42,6.945997010080469e-63,8.904983480665202e-63,9.794082033314717e-90,1.304952850750143e-28,3.8004111146292455e-55,1.3370017584748611e-20,5.6996185709562095e-12,1.5518629762225844e-30,4.1649317606979825e-43,3.539874382671407e-28,2.267085122060932e-61,8.591577680858067e-108,1.6995535728706807e-25,1.412846083676499e-32,1.5675994786868029e-62,3.02109456596993e-29,1.3818927628109262e-55,3.63753089112884e-87,1.6778082484786162e-25,4.8544414573283096e-08,5.747352436025383e-41,2.4480802337627893e-97,1.8633952716255247e-124,1.2143082966577845e-152,1.7860633931284026e-38,3.4903864223367714e-30,4.0437857367423695e-43,3.7528294219191754e-43,5.619956558623648e-45,1.0803988550544656e-78,2.6838297911710836e-70,2.1211306090360546e-23,5.4284779662442396e-40,4.868163893118909e-56,2.2861021787335423e-72,1.315094928844813e-87,2.387346594719383e-103,1.6762830813422186e-119,4.3059177842387455e-31,3.2944207476942285e-42,1.2548919823306806e-34,1.6949884542418483e-46,9.890311505232088e-26,2.0378582813738315e-40,1.7634277751497364e-27,1.0130230337941235e-49,7.082859661535592e-28,1.2637126156718784e-38,3.5877584325082134e-41,5.0675077168106885e-55,4.3583346108468144e-55,8.506129390850107e-45,5.22664710623843e-48,5.0256859638292937e-57,7.12543907398188e-46,4.3411494584047936e-52,4.3213260378635903e-54,2.9754240240303947e-38,4.624500844144413e-79,4.153729969549161e-45,5.1585712083439315e-49,3.148470235236367e-65,2.4457991756211798e-55,2.1240130880827376e-54,2.321934415562153e-64,3.95275407230166e-75,6.137885187799983e-29,3.380592251508683e-40,1095.612035541254,1.4199002474344232e-08,0.0001358395170639,0.0028620336476884,0.9970019426064288,1.772652120553021e-07,6.963606850512589e-09,7.457277100715122e-11,2.599393732249271e-09,12.0,13.32364860636501,15.865669875612047,9.115597385635413,7.709808114952933,0.648904597620417
1.1585921413373314e-21,6.24490215318262e-16,3.19048994288981e-24,4.468487498156748e-13,1.2750974406440264e-18,2.354385997072031e-08,7.302985102478895e-20,4.151679875136568e-14,1.760869430832643e-15,1.5332645345806026e-26,5.967120550077126e-23,6.800408934380853e-25,2.270424421787208e-30,1.5772347740136486e-29,2.0558897862136373e-35,5.231165767274001e-71,2.396278276095349e-11,8.519843147603686e-23,1.0010541041410836e-22,1.271832723979508e-19,3.6548676240365446e-08,2.5320545130767375e-10,3.345070212081056e-20,0.0128444732593331,0.4523896470910927,1.4993871272084963e-10,2.3639950407049975e-11,7.408226238388115e-16,1.2656151400423228e-41,2.9101323178072945e-66,1.6073355785971477e-33,1.7863072574244645e-50,1.588952169066753e-72,2.7777977168734993e-89,3.187484253937296e-09,5.799502967270878e-18,4.3796274458793334e-10,6.363291317099469e-14,7.719972617309208e-05,6.44927997240448e-08,5.9142369417352055e-22,9.762201584460162e-18,2.107037591526862e-05,1.945660857366875e-108,3.9447038237123095e-06,0.5346570830980361,1.5611612396668268e-25,2.8423703788960065e-37,1.028888429148866e-51,1.2224370024585436e-51,2.8931364288457648e-70,1.3506989848868042e-28,1.4640733923441615e-46,1.1535063547011968e-14,2.0098926937314868e-20,1.141610401985507e-31,7.036462067053112e-40,6.831733880855145e-32,8.014939430528708e-54,4.56881057413112e-79,4.012811556001502e-21,1.3953402870550618e-36,2.0749692814092306e-58,7.932055045708472e-26,6.192241703089271e-44,2.001660583218429e-65,1.5677159941055625e-14,1.3027592613810186e-11,1.0850397828211789e-33,2.096125594870786e-71,1.8550246080983886e-90,3.3825347442815506e-109,1.9993369974045993e-30,5.6523956667071495e-19,1.0686954541399012e-19,4.802992577494091e-36,5.485140564407979e-30,1.1711556077334717e-59,9.078840335991196e-48,6.446977675850014e-06,6.075642844403842e-09,1.7163079003255275e-11,4.655499172334248e-15,5.2008478683085795e-17,4.1491994881611863e-19,4.418706903633182e-22,5.541209890680813e-26,4.4270818638568416e-29,1.985448823434891e-31,1.0928545413443215e-34,9.737226546692844e-28,1.5868514025823382e-31,4.058082829987947e-20,6.529084435083256e-37,7.748021669868634e-19,1.3451282161287963e-35,2.446874677919994e-33,7.948203793929744e-47,2.9460646104908093e-43,7.291578674013518e-28,2.741772411528263e-44,5.900963297772436e-46,2.6838961322576494e-48,2.537008375573158e-40,1.0007417296856134e-37,1.3843785714955657e-33,1.552417892814128e-56,2.8028144792004952e-36,1.0533772226828718e-34,3.201394843129318e-50,5.713414526652214e-44,1.7176023597551812e-39,4.694380627458367e-51,1.0036719869468043e-53,8.172629989263749e-19,7.215465728384187e-22,1774.9629040238558,4318.302000050891,1.590382564470507e-08,9.072855706820892e-09,0.7738093990743523,1.9457968974663066e-06,0.2261886301520689,7.377393587405213e-22,2.7012610366191396e-20,12.0,11.756242398121673,19.687132394710584,14.08759590071967,19.15296916454743,0.6086971643418817
8.968996096271393e-21,2.3854673279328505e-11,2.04570918265872e-21,4.949230097767046e-09,2.2524990399883363e-11,2.8785088415387737e-11,4.1662007652369064e-18,6.734736213396833e-09,1.4151330099187936e-10,1.1724183857689139e-24,7.46818833459682e-23,5.6220427000758135e-25,2.285137216464732e-32,2.786797459743783e-31,6.30832989675525e-39,2.1826659069471457e-83,9.373804144456955e-05,2.342074001054367e-19,6.67775005672163e-16,3.144666610287182e-12,0.0002578329015967,1.6489033663366111e-16,1.8480498910454042e-19,2.1005468432344564e-06,3.4896870603021707e-14,5.044367021937801e-08,7.27274733626726e-10,5.125592902410656e-16,1.1207666823271872e-48,9.681432916955816e-80,1.3095624391525554e-38,1.3423201971505376e-59,3.868146570743006e-88,1.6098385022152253e-108,0.0003322013681767,1.0990741396597002e-15,0.0099576538120451,4.3666332966753587e-13,0.0049490032455705,1.110145866027151e-07,9.00852592896042e-20,2.1530939738486976e-20,2.3328791548832103e-05,1.0148312393713354e-136,0.0892494953685337,0.0664256832021889,1.3062399379429108e-20,1.5057212401461268e-35,1.1604506024484983e-53,1.409358868982604e-53,1.6491670077833343e-76,1.327223383651696e-27,6.144885618104567e-50,8.451070983185058e-20,1.297109605904238e-17,8.771099434818424e-29,4.4924103929911833e-36,2.4214759497743663e-32,2.0186296809157916e-59,6.670423233241257e-101,2.508424187048007e-28,2.1669978373003807e-35,6.563722423659317e-60,4.067652175771442e-21,1.6963954081493613e-43,8.411396851769926e-70,2.0381682112445807e-16,0.8287087886226193,6.436539123645397e-28,8.247963398991537e-75,4.252332798397948e-98,1.8421966896785428e-121,8.521990972691637e-21,5.20167156358299e-25,1.4243924879308619e-35,1.7717946672850946e-36,5.154028088524097e-39,1.9847126794858265e-65,7.139288790053177e-61,3.5082172412385256e-18,1.9411253359665664e-31,3.3352166781337226e-44,8.98191633532316e-58,7.013470667134659e-70,3.0773602514312156e-82,2.4640502259377357e-95,5.440640330956113e-20,4.757743020005979e-32,2.1078963795666304e-27,8.823152857430579e-40,4.0590316975187956e-24,1.9274737048466492e-24,3.047041484897951e-19,1.3754271232169634e-43,6.688328977311937e-22,2.9809780604726584e-30,4.993732824922873e-36,7.297778614720521e-45,5.4350536467184935e-49,1.7647613098009948e-39,1.162394085506519e-41,4.2601728421969266e-52,2.5937410840474896e-48,8.614669736515142e-33,3.593475580565132e-38,6.59716342001765e-26,1.4847541811572554e-62,1.0165446678217768e-25,2.2511017729868556e-32,2.38594985497392e-43,2.099232035852065e-40,1.3456513225640237e-43,6.052690044932861e-50,1.3369857471472272e-61,2.599293931635103e-19,2.2191993768811656e-31,1506.172315863448,8.1993903401393e-06,4.5959008266208655e-08,9.987893936549332e-05,0.2808547594638791,0.7190445018926472,8.137450999310168e-07,1.775311212600243e-13,9.459872604284152e-12,12.0,15.337103273218911,18.78611113935749,19.19438512121353,13.2481177378004,0.46525814016077804
5.944695493838245e-17,7.668192067958762e-07,1.9229485917798664e-08,3.914086191548309e-21,4.7218583495721293e-14,0.0004020938236709,1.6066892871221316e-22,4.147250859969928e-15,1.4729213772860788e-16,2.8975176271726344e-15,6.564462242828612e-13,4.883859387390108e-22,7.015964343454091e-15,4.075772259507209e-21,1.8131722319745977e-21,4.54299856739635e-33,5.629569559107446e-18,4.1832682442730416e-17,1.634340107146289e-28,2.8899381091579994e-25,0.0037536928086602,7.824933719302436e-05,0.0073783225713869,1.2252150166085632e-09,1.961466822539085e-07,5.039924161076801e-30,4.127377398756129e-25,4.709144313318139e-24,2.5012036658922724e-25,2.347710541670113e-25,5.246964543331863e-31,7.291513896183212e-36,2.5477007389515386e-33,3.730017741355166e-52,2.773235511685889e-27,1.3434637208296906e-23,9.033144083456344e-27,1.0473430815203944e-20,1.5870325978800764e-35,5.0700980804317045e-33,7.291894778714844e-38,2.555535423241141e-23,1.433777911713807e-47,1.9891679201590203e-69,1.2163170104834438e-45,1.9390396874976534e-54,1.4227970279401865e-15,5.280251285587453e-15,2.953452021276544e-17,3.528672081540362e-17,8.920531198565156e-24,2.696974024101161e-07,3.0122145272465436e-13,5.1447419443922666e-05,8.381366596623438e-06,3.0256278235058193e-16,1.934018669158409e-23,5.6076303601386954e-05,4.303258671871341e-15,3.4301551497860753e-15,5.106540046823543e-06,1.3115517059502665e-15,2.3478696623590718e-31,8.80881002247052e-09,7.498663038787998e-15,1.9246211209967603e-24,2.961127132459931e-09,2.328540370069606e-05,1.358330016402067e-15,2.1563281184913533e-29,2.1216093626256137e-36,3.436485279287054e-43,1.0943548473005957e-23,0.0205684207616528,0.0131383452435805,5.7637258618376275e-08,0.4589922162818103,8.237721309607201e-20,9.27075030513433e-07,0.4942810707697835,0.0012514582337928,9.5753137843121e-06,7.965130826361562e-09,2.4962948675812806e-10,5.25505971469025e-12,1.5996846857392276e-14,4.3937898980579786e-36,2.2429420005131056e-36,4.7731858421725865e-36,1.5360534031341212e-36,2.4239146313411523e-19,1.445283180704475e-40,1.1736448262750092e-25,6.585709723766937e-19,3.4499471082597123e-37,7.503083351528972e-29,1.494686388090027e-23,8.130088950571446e-28,4.0213790685452226e-21,2.5720144869742896e-17,2.989841073470962e-32,4.5978434002481265e-31,7.868068054764159e-18,3.2275286652667435e-38,1.4438405669871888e-32,2.5218374381191037e-18,1.5030622271728932e-26,1.265197134465633e-32,4.651880966283802e-28,2.212591971347348e-34,1.5594285238595217e-30,6.348221194638876e-23,4.0313203964809417e-25,5.425529548269202e-25,1.6591125876112142e-16,9.071381693298858e-17,1698.3196088061131,0.3001303816688547,7.725072839372646e-05,0.3911999867833339,0.0045191912208075,1.8779835801189808e-05,0.6041847914316636,8.593803655662319e-18,3.6250226329339233e-16,12.0,15.704496248383172,13.767158134988511,11.38578920769518,15.893267205933691,0.41227312907337416
2.771595328857441e-29,3.450274131330346e-07,1.0784650829400594e-30,2.009670535054208e-23,1.1405754027571593e-23,2.350893569366334e-11,1.998516352729876e-22,0.0011297710403388,6.332826019904705e-07,5.9261778996338245e-19,4.009856323438853e-18,6.439586586303189e-17,1.5293884779551502e-16,6.013093666110682e-10,8.777012158091768e-05,1.4504734266335448e-59,2.4969909997610408e-14,1.709780259305132e-27,1.6229404662488976e-32,7.159406520772645e-26,0.0394688040945384,1.130972849291706e-09,1.3427523167878122e-15,6.760688917744583e-05,0.0002282882017353,4.0868482568776294e-24,2.086050502191833e-09,0.0407163941613715,6.782368346125903e-35,8.599121636802675e-64,2.204425806085359e-06,1.7084519632131953e-30,5.690609717888936e-57,5.016287846802917e-70,1.1768297721611954e-15,1.2383525125645697e-23,2.2538668784451092e-10,3.417093871831148e-20,8.40308830284014e-17,1.206243824361868e-07,3.3450387933890124e-30,1.2042023784610214e-21,7.0889540790170575e-22,4.996480553909508e-97,1.7471045249686377e-12,4.096219032959912e-17,4.7207524512786916e-23,7.394136040160697e-37,3.256042321974647e-56,4.431042675348188e-56,1.5891304849002686e-83,2.0855198581457764e-24,1.2211654754671118e-51,1.68937427692196e-09,0.9140226790573512,7.130623234649065e-20,1.1511973299309099e-30,9.810252542463915e-15,1.1007397682219126e-50,3.725414250909184e-84,8.067478425281538e-07,2.55934818699543e-13,5.364737112492555e-38,6.57365422298281e-29,1.1163370915687747e-55,4.333819604783391e-89,1.5783106974712218e-19,0.0042745593698916,1.8874140515644343e-38,2.322746473140396e-97,9.78785080094607e-125,2.8539376750578303e-154,2.440233634633429e-37,1.333928827912659e-23,1.4181232765608367e-28,7.195249983635866e-45,2.2120229074199125e-35,1.0952898419330117e-83,1.4079396097600322e-60,3.397955745217889e-10,7.309803599002869e-20,6.545699239247116e-29,1.1350400757336225e-37,9.48297068646772e-46,1.3473872206690843e-54,1.6560932242506492e-63,2.1264719442285786e-52,1.4598218437306087e-54,4.2335495088628657e-48,1.6212378132858036e-51,3.061370866818649e-29,1.6050261824296226e-59,2.897821966868305e-30,5.481689666516319e-50,8.383325829109558e-39,3.2181001755971357e-50,2.4896613518066846e-41,1.0304367877066231e-64,1.92050941176217e-52,1.1780215857283191e-34,9.079952452607867e-54,2.610585158945327e-53,1.231969381766364e-34,1.0914787487643652e-71,4.2921771202541545e-62,1.836887383595856e-46,5.583661762989219e-80,2.5375410989623346e-57,2.5962875958681373e-50,2.968442404330919e-76,7.720614583397125e-74,1.7474713288833075e-60,1.8850881865245867e-78,2.565846948609352e-80,5.15675460882678e-35,1.8442645353347656e-37,845.4455652837607,2.3006558725354862e-09,0.9173852399197678,0.018948627217784,0.0587671986572939,0.0046468843070619,0.000252049898092,6.088334374407411e-10,1.0248696196919153e-08,12.0,10.315026003498003,10.80658324069154,9.704610111673404,8.438934777820805,0.32449422528917365
1.3146192932940425e-18,6.571188061367778e-08,2.4402376500582327e-10,6.110455446665684e-22,2.6289675075609727e-14,1.9396300050715036e-05,7.6886412391291e-22,4.210590758773333e-12,1.486070323934389e-13,1.3557126788425596e-11,1.4982271937259675e-11,7.230560501624866e-20,4.927889552233309e-12,1.8733055192057906e-17,2.582375882412788e-16,1.3129749905502195e-26,1.83022213230365e-16,6.2898308994982235e-15,1.0550052816393261e-24,1.8874474156866227e-21,0.0028802516898628,0.0010306074819353,0.0262085368883911,3.435624791972446e-09,9.579472197778407e-06,4.5135199911881515e-29,1.1624881721307371e-22,4.119392957135315e-20,4.623828652781034e-20,9.260634223327384e-19,4.281494597851754e-24,2.702234178652216e-28,2.011895471510208e-24,5.719620125996601e-41,5.165732714458503e-24,1.1672618396459187e-19,3.4888789043181705e-21,4.470280055780753e-19,8.288269070343786e-33,8.237509210560731e-29,7.394784102501046e-30,2.964677533032095e-19,4.2733696323138564e-43,2.159816601779131e-53,1.5468391927759617e-36,3.3540765363838116e-48,2.4264567653906e-14,4.160901585239537e-13,1.0649425119583658e-14,1.2726029650709724e-14,1.4530251615555358e-20,1.0593882149204176e-07,5.337126695615793e-13,7.617688065231946e-05,2.225149260103123e-05,1.5898828450252012e-13,2.0466089250649426e-18,0.0006870454900818,2.3403578152854153e-13,6.863916695549109e-11,0.0002328182823646,2.1384809574218582e-11,2.2996708315065186e-23,2.2972500356525938e-08,8.838654245440912e-14,1.0139184661297161e-22,2.8830210930007605e-08,0.0027564513695998,7.15486211143074e-13,2.2901780191277807e-25,1.0191617492976268e-31,7.407283801515648e-38,2.4988852350866453e-19,0.0045916831020638,0.0505495413278449,3.3768106076003582e-09,0.4754778931474659,2.134041970290679e-20,4.3579523419174115e-06,0.41507719053085,0.0179666765768452,0.0023508765745495,3.35890726698155e-05,1.8024593812882216e-05,6.483004468614483e-06,3.381293986554285e-07,7.980308175529411e-38,2.711990608284513e-36,2.675136565279313e-36,5.712836975063962e-35,6.647964181490371e-19,5.305371239682205e-40,3.035100922492837e-23,1.7968174917651286e-17,2.46397812822165e-35,7.300511055682983e-31,9.86768412586673e-24,3.6415106215565137e-29,1.2306716232402136e-20,2.982219776491756e-16,8.838811333443345e-33,9.084555901621885e-30,3.493121516843696e-16,2.020321517845517e-39,6.139847600842197e-32,7.813770654825557e-19,1.3879420909025974e-24,1.6656593323613055e-31,4.1388289933705e-25,1.3324557039859916e-32,2.2466982869769632e-33,6.252287239331697e-24,2.7250916187739744e-27,2.440272715765133e-25,9.401156415237453e-19,3.4181307693922996e-17,1695.733878852741,103.34429240676614,0.0007607515525055,0.4124949440956649,0.0116907661552771,0.0021392451318814,0.5729142930646709,2.038905007510307e-20,1.0692924039387393e-18,12.0,14.734175782501154,13.186600126298853,12.449017705052716,14.876846809844077,0.29960741253438117
